pmid,title,authors,journal,date,abstract,references,citedin,five
21804977,UV wavelength-dependent DNA damage and human non-melanoma and melanoma skin cancer.,"Pfeifer, Gerd P GP|Besaratinia, Ahmad A",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,2012 Jan,"Ultraviolet (UV) irradiation from the sun has been epidemiologically and mechanistically linked to skin cancer, a spectrum of diseases of rising incidence in many human populations. Both non-melanoma and melanoma skin cancers are associated with sunlight exposure. In this review, we discuss the UV wavelength-dependent formation of the major UV-induced DNA damage products, their repair and mutagenicity and their potential involvement in sunlight-associated skin cancers. We emphasize the major role played by the cyclobutane pyrimidine dimers (CPDs) in skin cancer mutations relative to that of (6-4) photoproducts and oxidative DNA damage. Collectively, the data implicate the CPD as the DNA lesion most strongly involved in human cancers induced by sunlight.",7690474|12771205|18319329|12398891|9139896|9066291|9450485|8176018|12789287|17131335|8599951|17295241|17344846|11572873|9974380|9163689|3664636|12239425|21083380|19367127|8972202|9354431|8657563|20955242|16963272|1996338|1946433|7651729|10709358|8422356|16570852|21436607|8248141|10898585|7927872|15374941|19822754|10219070|8128225|9066304|11312434|18356809|18845270|18326785|20016485|8483937|12525487|2672059|12885257|12888515|18348450|9111219|16009942|2089431|9426187|1549126|2185842|12760530|15041750|10835277|8389052|16429450|11024179|21159145|19582264|15748634|16462187|4530308|9463848|15590329|20439744|9813119|21499247|20707934|3054882|12619107|15748635|7987388|10711242|16866379|16374481|16954188|21494240|10398605|21540015|19186150|10385124|18421705|16845408|17389394|8341684|10907520|8416751|7731703|12086670|10461463|21160086|20128873|20237685|15491641|21613571|10543945|10365447|2087500|9288772|15209513,34734375|34589668|34465056|34436289|34371586|34330711|33928184|33917793|33850479|33849058|33552830|33537393|33465817|33432511|33247699|33207206|32998469|32962063|32812619|32785216|32765487|32737342|32724423|32664608|32532056|32441029|32434987|32222977|32188867|32124989|32121576|31973093|31956441|31636809|31568659|31142321|31051015|31009466|30962436|30783928|30761684|30674003|30487387|30452757|30118999|30044862|29904586|29760754|29476131|29466611|29101868|28904394|28791065|28676457|28582771|28554325|28525579|28455491|28338819|28334906|28301513|28293423|28225654|27818081|27791197|27788131|27689081|27611318|27470212|27275949|27119462|27098927|27036006|26953144|26681797|26511842|26445994|26287245|26256790|26075084|26001532|25999502|25897114|25617667|25402978|25354245|25346791|24867336|24844860|24662766|24594668|24549972|24494039|24270004|24148148|24146947|24086153|23861464|23650282|23616051|23523584|23344664|23050963|22735701|22623796,26263704|30586386|15748635|25700512|10711242
34465056,UVC-based photoinactivation as an efficient tool to control the transmission of coronaviruses.,"Bhardwaj, Sanjeev K SK|Singh, Harpreet H|Deep, Akash A|Khatri, Madhu M|Bhaumik, Jayeeta J|Kim, Ki-Hyun KH|Bhardwaj, Neha N",The Science of the total environment,2021 Oct 20,"The ongoing COVID-19 pandemic made us re-realize the importance of environmental disinfection and sanitation in indoor areas, hospitals, and clinical rooms. UVC irradiation of high energy and short wavelengths, especially in the 200-290-nm range possesses the great potential for germicidal disinfection. These properties of UVC allow to damage or destruct the nucleic acids (DNA/RNA) in diverse microbes (e.g., bacteria, fungi, and viruses). UVC light can hence be used as a promising tool for prevention and control of their infection or transmission. The present review offers insights into the historical perspective, mode of action, and recent advancements in the application of UVC-based antiviral therapy against coronaviruses (including SARS CoV-2). Moreover, the application of UVC lights in the sanitization of healthcare units, public places, medical instruments, respirators, and personal protective equipment (PPE) is also discussed. This article, therefore, is expected to deliver a new path for the developments of UVC-based viricidal approach.",32371230|26818469|23762256|22339192|19444150|16386286|32545799|32311760|20402193|32007145|31811032|32687870|30737039|29356522|29915117|33737536|27260484|31862595|32169119|32246972|32340833|22928066|28290315|18781204|33856682|33675766|32257431|21804977|31054790|30267410|32432672|34171005|32081636|28225654|29959245|25806411|17002634|29197270|32291807|11843135|32502327|21220143|24146947|30789926|18348480|32179701|32112977|15118911|23098102|29124688|32741425|32368894|32294574|32443202|26971809|17513145|19532016|18028277|29732571|3518225|31676249|24494042|20883261|12661961|19095459|24790833|22094080|27889622|32171059|32763344|20569852|21356466|27070842|32916328|32006706|22440970|16600340|29088277|14585636|30048981|31967327|32547908|31930543|29678452|15081608|12523768|21054699|3416941|15345386|21441330|32896604|23241978|32623267|16954188|17009056|24060701|23384052|29195159|32418663|32287389|32673522|11316894|26277478|22521097|32182409|25714162|17822117|30481706|32911671|29452994|15350737|32581288|14631830|8934767|15577937|31038205|32545477|7271457|32243946|32387617|29426899|7871151|17474029,,34495736|34620951|32812619|34452302|32581288|32842655
34282225,Skin tolerant inactivation of multiresistant pathogens using far-UVC LEDs.,"Glaab, Johannes J|Lobo-Ploch, Neysha N|Cho, Hyun Kyong HK|Filler, Thomas T|Gundlach, Heiko H|Guttmann, Martin M|Hagedorn, Sylvia S|Lohan, Silke B SB|Mehnke, Frank F|Schleusener, Johannes J|Sicher, Claudia C|Sulmoni, Luca L|Wernicke, Tim T|Wittenbecher, Lucas L|Woggon, Ulrike U|Zwicker, Paula P|Kramer, Axel A|Meinke, Martina C MC|Kneissl, Michael M|Weyers, Markus M|Winterwerber, Ulrike U|Einfeldt, Sven S",Scientific reports,2021 07 19,"Multiresistant pathogens such as methicillin-resistant Staphylococcus aureus (MRSA) cause serious postoperative infections. A skin tolerant far-UVC (< 240 nm) irradiation system for their inactivation is presented here. It uses UVC LEDs in combination with a spectral filter and provides a peak wavelength of 233 nm, with a full width at half maximum of 12 nm, and an irradiance of 44 µW/cm2. MRSA bacteria in different concentrations on blood agar plates were inactivated with irradiation doses in the range of 15-40 mJ/cm2. Porcine skin irradiated with a dose of 40 mJ/cm2 at 233 nm showed only 3.7% CPD and 2.3% 6-4PP DNA damage. Corresponding irradiation at 254 nm caused 15-30 times higher damage. Thus, the skin damage caused by the disinfectant doses is so small that it can be expected to be compensated by the skin's natural repair mechanisms. LED-based far-UVC lamps could therefore soon be used in everyday clinical practice to eradicate multiresistant pathogens directly on humans.",22339192|30143684|28225654|33452809|29101868|32547908|31930543|23519108|17250528|30044862|16386286|2990336|9856805|32785216|24146947|19762061|32235945|24527357|32673522|27611318|32581288|23571362|32452563|19431332|15350737|30096188|18627518,,29959245|29101868|33643774|32785216|30954697
19912558,"Comparison of the disinfection effects of vacuum-UV (VUV) and UV light on Bacillus subtilis spores in aqueous suspensions at 172, 222 and 254 nm.","Wang, Ding D|Oppenländer, Thomas T|El-Din, Mohamed Gamal MG|Bolton, James R JR",Photochemistry and photobiology,2010 Jan-Feb,"The efficacy of UV and vacuum-UV (VUV) disinfection of Bacillus subtilis spores in aqueous suspensions at wavelengths of 172, 222 and 254 nm was evaluated. A Xe(2)* excilamp, a KrCl* excilamp and a low-pressure mercury lamp were used as almost monochromatic light sources at these three wavelengths. The first-order inactivation rate constants at 172, 222 and 254 nm were 0.0023, 0.122 and 0.069 cm(2) mJ(-1), respectively. Therefore, a 2 log reduction of B. subtilis spores was reached with fluences (UV doses) of 870, 21.6 and 40.4 mJ cm(-2) at these individual wavelengths. Consequently, for the inactivation of B. subtilis spores, VUV exposure at 172 nm is much less efficient than exposure at the other two wavelengths, while exposure at 222 nm is more efficient than that at 254 nm, which is probably because triplet energy transfer from DPA to thymine bases at 222 nm is higher than that at 254 nm. This research indicated quantitatively that VUV light is not practicable for microorganism disinfection in water and wastewater treatment. However, in comparison with other advanced oxidation processes (e.g. UV/TiO(2), UV/H(2)O(2) or O(3)/H(2)O(2)) the VUV-initiated photolysis of water is likely more efficient in generating hydroxyl radicals and more effective for the inactivation of microorganisms.",,34734375|34128162|33643774|33467428|33465817|33294996|33026601|32222977|32220842|32046660|32033948|31236005|30610077|30315076|29426899|28496972|27934804|24146947,17532124|19505708|19120918|21126749|19818467
33480023,Evaluation of Acute Reactions on Mouse Skin Irradiated with 222 and 235 nm UV-C.,"Yamano, Nozomi N|Kunisada, Makoto M|Nishiaki-Sawada, Aiko A|Ohashi, Hiroyuki H|Igarashi, Tatsushi T|Nishigori, Chikako C",Photochemistry and photobiology,2021 07,"Biological response and DNA damage following irradiation with shorter wavelengths in the UV-C range were evaluated to investigate the safety at three wavelengths because of the recent emergence of germicidal equipment emitting short-wavelength UV-C for various purposes, including medical uses. To estimate an acceptable safety dose for human skin in the UV-C range, especially short UV-C, we studied the biological effects of 207, 222 and 235 nm UV-C using albino hairless mice and evaluated the inflammatory reactions in the skin. To explore an appropriate indicator to evaluate the biological response, we employed determination of the minimal perceptible response dose (MPRD), by which any subtle cutaneous response; erythema, edema and scale could be observed by visual inspection. Erythema was rarely observed, but edema and scale formation were evident for short UV-C wavelengths. The MPRD at 207, 222 and 235 nm was determined to be > 15, 15 and 2.0 kJ m-2 , respectively. These values could be thresholds and indicators for possible safety assessments. Our data suggest that the current human exposure limits for short UV-C wavelengths below 254 nm are overly restrictive and should be reconsidered for future disinfection lamps with short UV-C wavelengths.",4743429|25495690|28225654|22568890|24146947|7991664|1784641|1988091|32243946|17687389|25345378|9856805|3567079|6878426|5957928|23668297|4660794|28528167|32222977|7646487|8083043|24732403|26335024|7122713|6611669|21097776|8416751|3344292|32452563|32033948|17205632|23407394|30044862|27275949|29426899,,28225654|27275949|33590879|21613571|29261289|23856615
16386286,"Inactivation credit of UV radiation for viruses, bacteria and protozoan (oo)cysts in water: a review.","Hijnen, W A M WA|Beerendonk, E F EF|Medema, G J GJ",Water research,2006 Jan,"UV disinfection technology is of growing interest in the water industry since it was demonstrated that UV radiation is very effective against (oo)cysts of Cryptosporidium and Giardia, two pathogenic micro-organisms of major importance for the safety of drinking water. Quantitative Microbial Risk Assessment, the new concept for microbial safety of drinking water and wastewater, requires quantitative data of the inactivation or removal of pathogenic micro-organisms by water treatment processes. The objective of this study was to review the literature on UV disinfection and extract quantitative information about the relation between the inactivation of micro-organisms and the applied UV fluence. The quality of the available studies was evaluated and only high-quality studies were incorporated in the analysis of the inactivation kinetics. The results show that UV is effective against all waterborne pathogens. The inactivation of micro-organisms by UV could be described with first-order kinetics using fluence-inactivation data from laboratory studies in collimated beam tests. No inactivation at low fluences (offset) and/or no further increase of inactivation at higher fluences (tailing) was observed for some micro-organisms. Where observed, these were included in the description of the inactivation kinetics, even though the cause of tailing is still a matter of debate. The parameters that were used to describe inactivation are the inactivation rate constant k (cm(2)/mJ), the maximum inactivation demonstrated and (only for bacterial spores and Acanthamoeba) the offset value. These parameters were the basis for the calculation of the microbial inactivation credit (MIC=""log-credits"") that can be assigned to a certain UV fluence. The most UV-resistant organisms are viruses, specifically Adenoviruses, and bacterial spores. The protozoon Acanthamoeba is also highly UV resistant. Bacteria and (oo)cysts of Cryptosporidium and Giardia are more susceptible with a fluence requirement of <20 mJ/cm(2) for an MIC of 3 log. Several studies have reported an increased UV resistance of environmental bacteria and bacterial spores, compared to lab-grown strains. This means that higher UV fluences are required to obtain the same level of inactivation. Hence, for bacteria and spores, a correction factor of 2 and 4 was included in the MIC calculation, respectively, whereas some wastewater studies suggest that a correction of a factor of 7 is needed under these conditions. For phages and viruses this phenomenon appears to be of little significance and for protozoan (oo)cysts this aspect needs further investigation. Correction of the required fluence for DNA repair is considered unnecessary under the conditions of drinking water practice (no photo-repair, dark repair insignificant, esp. at higher (60 mJ/cm(2)) fluences) and probably also wastewater practice (photo-repair limited by light absorption). To enable accurate assessment of the effective fluence in continuous flow UV systems in water treatment practice, biodosimetry is still essential, although the use of computational fluid dynamics (CFD) improves the description of reactor hydraulics and fluence distribution. For UV systems that are primarily dedicated to inactivate the more sensitive pathogens (Cryptosporidium, Giardia, pathogenic bacteria), additional model organisms are needed to serve as biodosimeter.",,34804602|34777529|34683555|34465056|34315976|34282225|34202557|34010719|33920777|33909651|33817615|33776550|33669103|33654547|33573357|33527549|33482030|33472364|33374200|33330334|33322250|33268203|33091804|33015361|32923046|32921917|32914124|32911671|32895629|32812619|32802567|32750327|32711201|32640736|32625713|32417460|32313514|32288664|32148829|31753544|31697778|31684172|31684085|31608267|31578217|31481620|31403004|31275622|31214129|31193445|31083664|30848516|30825294|30789926|30746625|30690218|30551597|30487383|30333051|30315076|30152866|30047962|30032343|30012989|29976878|29959245|29755205|29707663|29679283|29546616|29535972|29515853|29307073|29225923|29184541|29109412|28831133|28744569|28670307|28616834|28560163|28429732|28399166|28283956|28039137|27926432|27889622|27796997|27783334|27736884|27655528|27525474|27421857|27379301|27335858|26975046|26893536|26842766|26712541|26564479|26539493|26497451|26355273|26253683|26171968|26140674|25698384|25541706|25528135|25399400|25213288|25106777|24952878|24452745|24276023|24217177|24141130|23724332|23686270|23487495|23423870|23396332|23392903|23204362|23171372|23133525|23079692|22961900|22856652|22829792|22660714|22327583|22156429|21720867|21136919|20948930|20543052|19860917|19365668|19333622|19205767|19074604|18830402|18507911|18424543|18259813|18160141|18029197|17574996|17413061|17041164|17012589|16960772,15567586|17040222|19892384|19505708|18996557
34734375,222 nm ultraviolet radiation C causes more severe damage to guard cells and epidermal cells of Arabidopsis plants than does 254 nm ultraviolet radiation.,"Otake, Momo M|Okamoto Yoshiyama, Kaoru K|Yamaguchi, Hiroko H|Hidema, Jun J",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,2021 Nov 03,"Lamps that emit 222 nm short-wavelength ultraviolet (UV) radiation can be safely used for sterilization without harming human health. However, there are few studies on the effects of 222 nm UVC (222-UVC) radiation exposure on plants compared with the effects of germicidal lamps emitting primarily 254 nm UVC (254-UVC) radiation. We investigated the growth inhibition and cell damage caused by 222-UVC exposure to Arabidopsis plants, especially mitochondrial dynamics, which is an index of damage caused by UVB radiation. Growth inhibition resulted from 254-UVC or 222-UVC exposure depending on the dose of UVC radiation. However, with respect to the phenotype of 222-UVC-irradiated plants, the leaves curled under 1 kJ m-2 and were markedly bleached under 10 kJ m-2 compared with those of plants irradiated with 254-UVC. The cellular state, especially the mitochondrial dynamics, of epidermal and mesophyll cells of Arabidopsis leaves exposed to 254-UVC or 222-UVC radiation was investigated using Arabidopsis plants expressing mitochondrial matrix-targeted yellow fluorescent protein (MT-YFP) under the control of Pro35S to visualize the mitochondria. 222-UVC (1 or 5 kJ m-2) severely damaged the guard cells within the epidermis, and YFP signals and chloroplast autofluorescence in guard cells within the epidermis exposed to 222-UVC (1 or 5 kJ m-2) were not detected compared with those in cells exposed to 254-UVC radiation. In addition, 222-UVC irradiation led to mitochondrial fragmentation in mesophyll cells, similar to the effects of 254-UVC exposure. These results suggest that 222-UVC severely damages guard cells and epidermal cells and that such damage might have resulted in growth inhibition.",16024598|19120918|28225654|32222977|19912558|28123106|3344292|32243946|17687389|21804977|33082410|23668297|24146947|24471507|30265926|20629801|17205632|30044862|30481398|27275949|33237047|29426899,,32222977|19590985|29608029|3598201|30044862
30610077,Increased Resistance of Salmonella enterica Serovar Typhimurium and Escherichia coli O157:H7 to 222-Nanometer Krypton-Chlorine Excilamp Treatment by Acid Adaptation.,"Kang, Jun-Won JW|Kang, Dong-Hyun DH",Applied and environmental microbiology,2019 03 15,"In this study, we examined the change in resistance of Salmonella enterica serovar Typhimurium and Escherichia coli O157:H7 to 222-nm krypton-chlorine (KrCl) excilamp treatment as influenced by acid adaptation and identified a mechanism of resistance change. In addition, we measured changes in apple juice quality indicators, such as color, total phenols, and 2,2-diphenyl-1-picrylhydrazyl (DPPH) free radical scavenging activity, during treatment. Non-acid-adapted and acid-adapted pathogens were induced by growing the cells in tryptic soy broth without dextrose (TSB w/o D) at pH 7.3 and in TSB w/o D at pH 5.0 (adjusted with HCl), respectively. For the KrCl excilamp treatment, acid-adapted pathogens exhibited significantly (P < 0.05) higher D5d values, which indicate dosages required to achieve a 5-log reduction, than those for non-acid-adapted pathogens in both commercially clarified apple juice and phosphate-buffered saline (PBS), and the pathogens in the juice showed significantly (P < 0.05) higher D5d values than those for pathogens in PBS because of the UV-absorbing characteristics of apple juice. Through mechanism identification, it was found that the generation of lipid peroxidation in the cell membrane, inducing cell membrane destruction, was significantly (P < 0.05) lower in acid-adapted cells than in non-acid-adapted cells for the same amount of reactive oxygen species (ROS) generated at the same dose because the ratio of unsaturated to saturated fatty acids (USFA/SFA) in the cell membrane was significantly (P < 0.05) decreased as a result of acid adaptation. Treated apple juice showed no significant (P > 0.05) difference in quality indicators compared to those of untreated controls during treatment at 1,773 mJ/cm2 IMPORTANCE There is a need for novel, mercury-free UV lamp technology to replace germicidal lamps containing harmful mercury, which are routinely utilized for UV pasteurization of apple juice. In addition, consideration of the changes in response to antimicrobial treatments that may occur when pathogens are adapted to the acid in an apple juice matrix is critical to the practical application of this technology. Based on this, an investigation using 222-nm KrCl excilamp technology, an attractive alternative to mercury lamps, was conducted. Our study demonstrated increased resistance to 222-nm KrCl excilamp treatment as pathogens adapted to acids, and this was due to changes in reactivity to ROS with changes in the fatty acid composition of the cell membrane. Despite increased resistance, the 222-nm KrCl excilamp achieved pathogen reductions of 5 log or more at laboratory scale without affecting apple juice quality. These results provide valuable baseline data for application of 222-nm KrCl excilamps in the apple juice industry.",9708273|26385989|12732538|14766573|23995939|9358240|20629801|29803456|15576803|10791743|24238364|17720838|22827549|24368153|10838073|29355961|19863382|21199923|15893399|10877775|15854705|10049198|23738945|8418063|10388702|28225654|18313782|9926995|11930951|25475303|28039742|11252473|24146947|16298302|26179637|12127492|7497639|20802077|10411742|21802974|8965797|23399076|27889622|24862270|1938893|16305669|25285481|8323025|15466551|19912558|23956394|10989603|26042117|8795195|12125377|11718765|25346257|16569070|6833274|11437344|19021811|15217160|15690803|8899990|27275949|22784863|23522904|22027063|26033289,33990307|33805200|33643774|33294996|32220842,32497789|32220842|30315076|30952663|31027771
34452302,Virucidal Efficacy of Blue LED and Far-UVC Light Disinfection against Feline Infectious Peritonitis Virus as a Model for SARS-CoV-2.,"Gardner, Amanda A|Ghosh, Sayani S|Dunowska, Magdalena M|Brightwell, Gale G",Viruses,2021 07 23,"Transmission of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) occurs through respiratory droplets passed directly from person to person or indirectly through fomites, such as common use surfaces or objects. The aim of this study was to determine the virucidal efficacy of blue LED (405 nm) and far-UVC (222 nm) light in comparison to standard UVC (254 nm) irradiation for the inactivation of feline infectious peritonitis virus (FIPV) on different matrices as a model for SARS-CoV-2. Wet or dried FIPV on stainless steel, plastic, or paper discs, in the presence or absence of artificial saliva, were exposed to various wavelengths of light for different time periods (1-90 min). Dual activity of blue LED and far-UVC lights were virucidal for most wet and dried FIPV within 4 to 16 min on all matrices. Individual action of blue LED and far-UVC lights were virucidal for wet FIPV but required longer irradiation times (8-90 min) to reach a 4-log reduction. In comparison, LED (265 nm) and germicidal UVC (254 nm) were virucidal on almost all matrices for both wet and dried FIPV within 1 min exposure. UVC was more effective for the disinfection of surfaces as compared to blue LED and far-UVC individually or together. However, dual action of blue LED and far-UVC was virucidal. This combination of lights could be used as a safer alternative to traditional UVC.",30047962|25271615|23075143|17002634|22846406|14907727|32579874|32123347|27794248|3786457|31986261|32015507|28900751|32275497|12690092|31811032|12958366|31978945|33777655|33746482|32432672|32530505|9343491|28029378|6687886|28064075|12690091|22458545|33510320|24021819|24837550|15122356|31554297|28040848|3416941|31986264|33070960|32301491|21676338|28384506|26277478|34118297|32182409|11023724|19254859|14631830|32911671|15350737|32159775|30044862|32243946|32910955,,33807470|34495736|33484873|32896604|33807521|32581288
32243946,222-nm UVC inactivates a wide spectrum of microbial pathogens.,"Narita, Kouji K|Asano, Krisana K|Naito, Keisuke K|Ohashi, Hiroyuki H|Sasaki, Masahiro M|Morimoto, Yukihiro Y|Igarashi, Tatsushi T|Nakane, Akio A",The Journal of hospital infection,2020 Mar 31,"UVC has been used to inactivate several pathogens. Unlike the conventional 254-nm UVC, 222-nm UVC is harmless to mammalian cells.",,34785646|34770529|34734375|34465056|34452302|34404018|34403769|34351499|34155467|33775678|33643774|33480023|33465817|33294996|33082410|32896604|32812619|32581288,29959245|190825|24674433|29101868|21105972|19059664
